1.866785977 1.871462662
1.867571451 1.865372034
1.872545823 1.867112634
1.872432675 1.871572570
1.869426803 1.866785245
1.871890402 1.865980792
1.866339330 1.873309572
1.863024685 1.867070040
1.871379187 1.868897624
1.884368213 1.866926569
1.887819662 1.862472254
1.881693421 1.867501846
1.866361243 1.872331895
1.869219026 1.868044875
1.873493195 1.878569653
1.865932807 1.861588384
1.863126477 1.861805716
1.863321460 1.862820468
1.862527692 1.862748578
1.862247633 1.862817544
1.862398212 1.863515560
1.875188892 1.863716470
1.876423214 1.861021412
1.864490001 1.865413067
1.862929459 1.864897624
1.862268650 1.862942936
1.866354085 1.864402416
1.864472256 1.862511909
1.866019960 1.881067364
1.887932059 1.884429950
